date,account,category,amount,currency,converted amount,currency,description
07/09/2023,Cash,Gifts,-130,INR,-130,INR,Temple
07/09/2023,Cash,Food,-120,INR,-120,INR,Vegetables
07/09/2023,Cash,Bills,-339,INR,-339,INR,Water bill
07/09/2023,Cash,Loan,339,INR,339,INR,Credit card
08/09/2023,Cash,Gifts,-230,INR,-230,INR,Temple
08/09/2023,Cash,Dad's expenses,-25,INR,-25,INR,Printout
08/09/2023,Cash,Food,-12,INR,-12,INR,Lemon
09/09/2023,Cash,Gifts,-60,INR,-60,INR,Temple donation
10/09/2023,Cash,Car,-120,INR,-120,INR,Petrol
10/09/2023,Cash,Gifts,-25,INR,-25,INR,Temple donation
10/09/2023,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,320+20708. Home Loan emi 
11/09/2023,Cash,Investment,"-2,000",INR,"-2,000",INR,Groww Investment
11/09/2023,Cash,Loan,176,INR,176,INR,Credit card
11/09/2023,Cash,Bills,-176,INR,-176,INR,Vodaphone recharge 
12/09/2023,Cash,Loan,566,INR,566,INR,Credit card
12/09/2023,Cash,Bills,-566,INR,-566,INR,Kseb current bill
12/09/2023,Cash,Taxi,-40,INR,-40,INR,Auto
12/09/2023,Cash,Transport,-18,INR,-18,INR,Bus
12/09/2023,Cash,Transport,-30,INR,-30,INR,Bus
13/09/2023,Cash,Transport,-15,INR,-15,INR,Bus
13/09/2023,Cash,Gifts,-500,INR,-500,INR,Helping for operation 
13/09/2023,Cash,Food,-22,INR,-22,INR,Milk
14/09/2023,Cash,Unexpected,-80,INR,-80,INR,Umbrella repair 
14/09/2023,Cash,Transport,-243,INR,-243,INR,Transportation 
14/09/2023,Cash,Eating out,-60,INR,-60,INR,Food
14/09/2023,Cash,Health,-245,INR,-245,INR,Medicine 
14/09/2023,Cash,Wants,-70,INR,-70,INR,Pooja book
14/09/2023,Cash,Food,-850,INR,-850,INR,Groccery 
14/09/2023,Cash,Clothes,-75,INR,-75,INR,Clothes
14/09/2023,Cash,Food,-160,INR,-160,INR,Fruits
15/09/2023,Cash,Car,-442.74,INR,-442.74,INR,4.06lt premium petrol 
15/09/2023,Cash,Loan,442.74,INR,442.74,INR,Credit card
15/09/2023,Cash,Car,-5,INR,-5,INR,Tyre
16/09/2023,Cash,Gifts,-45,INR,-45,INR,Ell enne + kaanike
17/09/2023,Cash,Gifts,"-2,000",INR,"-2,000",INR,Temple renovation donation
17/09/2023,Cash,Eating out,-50,INR,-50,INR,Coffee chips
18/09/2023,Cash,Loan,303.05,INR,303.05,INR,Credit card loan
18/09/2023,Cash,Native trip,-303.5,INR,-303.5,INR,Native train booking
18/09/2023,Cash,House construction,"-7,188",INR,"-7,188",INR,Regularisation tax 
19/09/2023,Cash,Gifts,-450,INR,-450,INR,Flowers and fruits for thale mogaru.
20/09/2023,Cash,Transport,-200,INR,-200,INR,Transportation
20/09/2023,Cash,Gifts,-220,INR,-220,INR,Bhavana mandira
20/09/2023,Cash,Thota work,-100,INR,-100,INR,Chandappa work 
20/09/2023,Cash,Taxi,-180,INR,-180,INR,Auto
23/09/2023,Cash,Gifts,-30,INR,-30,INR,Ell oil
23/09/2023,Cash,Gifts,-250,INR,-250,INR,Seve 
23/09/2023,Cash,Car,-150,INR,-150,INR,Petrol
23/09/2023,Cash,Taxi,-100,INR,-100,INR,Auto
23/09/2023,Cash,Food,"-1,050",INR,"-1,050",INR,Gas cylinder 
23/09/2023,Cash,Food,-113,INR,-113,INR,Fruits
23/09/2023,Cash,Gifts,-120,INR,-120,INR,Temple
23/09/2023,Cash,Food,-740,INR,-740,INR,Groccery
24/09/2023,Cash,Food,-224,INR,-224,INR,Grocceries 
24/09/2023,Cash,Native trip,-287.15,INR,-287.15,INR,Train ticket
25/09/2023,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
26/09/2023,Cash,Thota work,"-4,300",INR,"-4,300",INR,Lorry charges to get drip items from puttur
26/09/2023,Cash,Food,-228,INR,-228,INR,Groccery items
29/09/2023,Cash,Transport,-50,INR,-50,INR,Metro recharge
29/09/2023,Cash,Bills,-100,INR,-100,INR,Netflix
29/09/2023,Cash,Transport,-245,INR,-245,INR,Transportation
29/09/2023,Cash,Transport,-5,INR,-5,INR,Bus
29/09/2023,Cash,Food,-34,INR,-34,INR,Milk curd
29/09/2023,Cash,Health,-100,INR,-100,INR,Mom medicine 
29/09/2023,Cash,Salary,"52,833",INR,"52,833",INR,Salary
29/09/2023,Cash,Bills,-197,INR,-197,INR,Bsnl recharge
29/09/2023,Cash,Cashback,164.83,INR,164.83,INR,Train ticket refund
29/09/2023,Cash,Eating out,-90,INR,-90,INR,Sandwich bisibelebath
30/09/2023,Cash,Food,-61,INR,-61,INR,"Wheat,jam,menas"
30/09/2023,Cash,Thota work,"-5,445",INR,"-5,445",INR,Fertilizer 
30/09/2023,Cash,Thota work,-300,INR,-300,INR,Rickshaw tempo
30/09/2023,Cash,Gifts,-59,INR,-59,INR,Ell enne
30/09/2023,Cash,Gifts,-10,INR,-10,INR,Temple donation
30/09/2023,Cash,Unexpected,-5.9,INR,-5.9,INR,Imps transaction fee
30/09/2023,Cash,Thota work,"-1,300",INR,"-1,300",INR,Chandappa work 
01/10/2023,Cash,Bills,"-2,708",INR,"-2,708",INR,Credit card bill
01/10/2023,Cash,Gifts,"-2,000",INR,"-2,000",INR,Temple donation renovation
01/10/2023,Cash,Eating out,-14,INR,-14,INR,Coffee
01/10/2023,Cash,Eating out,-12,INR,-12,INR,Coffee
01/10/2023,Cash,Gifts,-200,INR,-200,INR,Karthika pooje
02/10/2023,Cash,Gifts,-205,INR,-205,INR,Donation god
02/10/2023,Cash,Transport,-50,INR,-50,INR,Metro recharge
02/10/2023,Cash,Food,-22,INR,-22,INR,Milk
02/10/2023,Cash,Eating out,-549,INR,-549,INR,Eating out
02/10/2023,Cash,House,"-13,000",INR,"-13,000",INR,Rent
03/10/2023,Cash,Bills,-589,INR,-589,INR,Bsnl bill
03/10/2023,Cash,Loan,425,INR,425,INR,Credit card loan
04/10/2023,Cash,Salary,"490,588",INR,"490,588",INR,Dad pf
04/10/2023,Cash,Food,-54,INR,-54,INR,"Milk,banana,biacuit"
04/10/2023,Cash,Taxi,-150,INR,-150,INR,Auto
04/10/2023,Cash,Food,-170,INR,-170,INR,Fruits
04/10/2023,Cash,Food,-155,INR,-155,INR,Groccery items
04/10/2023,Cash,Food,"-1,355",INR,"-1,355",INR,Groccery 
04/10/2023,Cash,Thota work,"-1,815",INR,"-1,815",INR,Fertilizer 
05/10/2023,Cash,Native trip,-720.4,INR,-720.4,INR,Train ticket November booking
05/10/2023,Cash,Loan,720.4,INR,720.4,INR,Credit card loan
05/10/2023,Cash,Eating out,-30,INR,-30,INR,Idli
06/10/2023,Cash,Eating out,-40,INR,-40,INR,Lunch
06/10/2023,Cash,Food,-10,INR,-10,INR,Biscuits 
06/10/2023,Cash,Cashback,500.28,INR,500.28,INR,Irctc refund
07/10/2023,Cash,Gifts,-80,INR,-80,INR,Ell enne
07/10/2023,Cash,Food,-20,INR,-20,INR,Vegetables 
07/10/2023,Cash,Food,-25,INR,-25,INR,Milk
07/10/2023,Cash,Food,-102,INR,-102,INR,Groccery 
07/10/2023,Cash,Transport,-80,INR,-80,INR,Transport
07/10/2023,Cash,Thota work,"-8,400",INR,"-8,400",INR,Coolie thota work
08/10/2023,Cash,Eating out,-20,INR,-20,INR,Lemon Tea
08/10/2023,Cash,Eating out,-60,INR,-60,INR,Set dose
08/10/2023,Cash,Food,-99,INR,-99,INR,Biscuits curd
08/10/2023,Cash,Bills,-242,INR,-242,INR,Water bill
08/10/2023,Cash,Loan,242,INR,242,INR,Credit card loan
08/10/2023,Cash,Loan,179,INR,179,INR,Credit card loan
08/10/2023,Cash,Bills,-179,INR,-179,INR,Vodaphone recharge 
08/10/2023,Cash,Eating out,-40,INR,-40,INR,Rice sambhar
10/10/2023,Cash,Eating out,-40,INR,-40,INR,Rice bath
10/10/2023,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,Home loan emi
10/10/2023,Cash,Thota work,"-11,200",INR,"-11,200",INR,Purchase of pipes dennisa
10/10/2023,Cash,Eating out,-60,INR,-60,INR,Gobi
11/10/2023,Cash,Car,-379.92,INR,-379.92,INR,Petrol 3.72lt
11/10/2023,Cash,Car,-5,INR,-5,INR,Tyre
11/10/2023,Cash,Loan,379.92,INR,379.92,INR,Credit card loan
11/10/2023,Cash,Loan,306.63,INR,306.63,INR,Credit card
11/10/2023,Cash,Native trip,-306.63,INR,-306.63,INR,Train ticket
11/10/2023,Cash,Native trip,"-1,301",INR,"-1,301",INR,Bus dasara return ticket utsav
11/10/2023,Cash,Loan,"1,301",INR,"1,301",INR,Credit card loan
11/10/2023,Cash,Food,-22,INR,-22,INR,Milk
11/10/2023,Cash,Eating out,-30,INR,-30,INR,Idli
11/10/2023,Cash,Food,-23,INR,-23,INR,Milk
12/10/2023,Cash,Investment,"-2,000",INR,"-2,000",INR,Groww Investment
12/10/2023,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
13/10/2023,Cash,Eating out,-30,INR,-30,INR,Idli
13/10/2023,Cash,Eating out,-20,INR,-20,INR,Idli
13/10/2023,Cash,Thota work,"-11,500",INR,"-11,500",INR,Pipe items
13/10/2023,Cash,Food,-405,INR,-405,INR,Groccery 
13/10/2023,Cash,Health,-375,INR,-375,INR,Medicines
13/10/2023,Cash,Food,-120,INR,-120,INR,Eatable
13/10/2023,Cash,Food,-195,INR,-195,INR,Fruits
13/10/2023,Cash,Thota work,"-4,700",INR,"-4,700",INR,Coolie
13/10/2023,Cash,Eating out,-60,INR,-60,INR,Badam milk idli
14/10/2023,Cash,Gifts,-59,INR,-59,INR,Ell enne
14/10/2023,Cash,Food,-177,INR,-177,INR,Groccery 
14/10/2023,Cash,Transport,-266,INR,-266,INR,Transportation 
14/10/2023,Cash,Food,-58,INR,-58,INR,Grocceries 
14/10/2023,Cash,Health,-176,INR,-176,INR,Medicines
14/10/2023,Cash,Eating out,-62,INR,-62,INR,Food
14/10/2023,Cash,Food,-230,INR,-230,INR,Platees
14/10/2023,Cash,Thota work,"-10,200",INR,"-10,200",INR,Payment coolie 
15/10/2023,Cash,Eating out,-30,INR,-30,INR,Chitranna
15/10/2023,Cash,Food,-69,INR,-69,INR,"Sweets ,bisibele powder"
15/10/2023,Cash,Food,-60,INR,-60,INR,Boondi milk curd
16/10/2023,Cash,Eating out,-40,INR,-40,INR,Puliyogare
16/10/2023,Cash,Bills,-23,INR,-23,INR,Electricity bill 
16/10/2023,Cash,Loan,23,INR,23,INR,Credit card loan
16/10/2023,Cash,Eating out,-30,INR,-30,INR,Idli
17/10/2023,Cash,Eating out,-50,INR,-50,INR,Pongal
17/10/2023,Cash,Eating out,-40,INR,-40,INR,Chirranna
17/10/2023,Cash,Transport,-248,INR,-248,INR,Transportation 
17/10/2023,Cash,Gifts,-300,INR,-300,INR,Flower
17/10/2023,Cash,Health,-105,INR,-105,INR,Medicines
17/10/2023,Cash,Thota work,-200,INR,-200,INR,Thogari bheeja
19/10/2023,Cash,Car,-416.93,INR,-416.93,INR,4.06 ltr petrol
19/10/2023,Cash,Loan,416.93,INR,416.93,INR,Credit card loan
19/10/2023,Cash,Car,-5,INR,-5,INR,Tyre
19/10/2023,Cash,Cashback,125,INR,125,INR,Irctc refund
20/10/2023,Cash,Cashback,165.28,INR,165.28,INR,Irctc refund
20/10/2023,Cash,Food,-45,INR,-45,INR,Grocceries 
20/10/2023,Cash,Food,-100,INR,-100,INR,Fruits
20/10/2023,Cash,Gifts,-100,INR,-100,INR,Flowers
20/10/2023,Cash,Wants,-109,INR,-109,INR,Guitar capo
20/10/2023,Cash,Loan,84,INR,84,INR,Credit card loan
21/10/2023,Cash,Gifts,-40,INR,-40,INR,Ell enne
21/10/2023,Cash,Gifts,-50,INR,-50,INR,Donation 
21/10/2023,Cash,Unexpected,-500,INR,-500,INR,Guitar strings
21/10/2023,Cash,Food,-130,INR,-130,INR,Coffee
21/10/2023,Cash,Eating out,-28,INR,-28,INR,2 coffee
21/10/2023,Cash,Taxi,-100,INR,-100,INR,Auto
22/10/2023,Cash,Transport,-38,INR,-38,INR,Bus
22/10/2023,Cash,Taxi,-80,INR,-80,INR,Auto
22/10/2023,Cash,Health,-330,INR,-330,INR,Dr consultation
22/10/2023,Cash,Health,"-1,050",INR,"-1,050",INR,Blood test
22/10/2023,Cash,Health,-800,INR,-800,INR,Scanning
22/10/2023,Cash,Health,-854,INR,-854,INR,Medicines
22/10/2023,Cash,Transport,-356,INR,-356,INR,Transportation 
22/10/2023,Cash,Food,-122,INR,-122,INR,Food
22/10/2023,Cash,Food,-35,INR,-35,INR,Coffee and shaving cream
22/10/2023,Cash,Transport,-20,INR,-20,INR,Transportation 
22/10/2023,Cash,Gifts,-500,INR,-500,INR,Ranjan wedding gift
22/10/2023,Cash,Transport,-295,INR,-295,INR,Transportation 
22/10/2023,Cash,Eating out,-15,INR,-15,INR,Coffee
23/10/2023,Cash,Gifts,-270,INR,-270,INR,"Mangaladevi , thale mogaru donation"
23/10/2023,Cash,Car,-120,INR,-120,INR,Petrol
23/10/2023,Cash,Gifts,-300,INR,-300,INR,Fruits and flowers
23/10/2023,Cash,Food,-345,INR,-345,INR,Horlicks + ointment
23/10/2023,Cash,Transport,-95,INR,-95,INR,Transportation
24/10/2023,Cash,Gifts,-80,INR,-80,INR,Seve
25/10/2023,Cash,Food,"-1,050",INR,"-1,050",INR,Gas cylinder 
25/10/2023,Cash,Car,-100,INR,-100,INR,Petrol
25/10/2023,Cash,Gifts,-490,INR,-490,INR,Temple donation
25/10/2023,Cash,Food,-10,INR,-10,INR,Elachu choclate 
25/10/2023,Cash,Food,-70,INR,-70,INR,Food and biscuits 
25/10/2023,Cash,Car,-120,INR,-120,INR,Petrol
25/10/2023,Cash,Bills,"-1,300",INR,"-1,300",INR,Panchayat house tax fy2324
25/10/2023,Cash,Bills,-155,INR,-155,INR,Mobile recharge vodaphone 
25/10/2023,Cash,Loan,155,INR,155,INR,Credit card loan
27/10/2023,Cash,Thota work,"-5,015",INR,"-5,015",INR,"Haralhiindi,factomphus 50kg"
27/10/2023,Cash,Taxi,-170,INR,-170,INR,Auto
28/10/2023,Cash,Gifts,-55,INR,-55,INR,Ell enne
28/10/2023,Cash,Food,-22,INR,-22,INR,Milk
28/10/2023,Cash,Gifts,-10,INR,-10,INR,Temple donation
28/10/2023,Cash,Eating out,-25,INR,-25,INR,Corn
28/10/2023,Cash,Food,-15,INR,-15,INR,Banana
28/10/2023,Cash,Transport,-240,INR,-240,INR,Transportation 
28/10/2023,Cash,Gifts,-165,INR,-165,INR,Temple
28/10/2023,Cash,Food,"-1,067",INR,"-1,067",INR,Grocery
28/10/2023,Cash,Food,-165,INR,-165,INR,Fruits
28/10/2023,Cash,Dad's expenses,-30,INR,-30,INR,Whitener
29/10/2023,Cash,Eating out,-60,INR,-60,INR,Set dose
29/10/2023,Cash,Eating out,-10,INR,-10,INR,Tea
29/10/2023,Cash,Clothes,-250,INR,-250,INR,Haircut
29/10/2023,Cash,Clothes,-259,INR,-259,INR,Hair clay wax
29/10/2023,Cash,Loan,259,INR,259,INR,Credit card loan
29/10/2023,Cash,Food,-22,INR,-22,INR,Milk
31/10/2023,Cash,Salary,"55,833",INR,"55,833",INR,Bosch salary 52833 + 3000 broadband 
31/10/2023,Cash,Food,-22,INR,-22,INR,Milk
01/11/2023,Cash,Bills,"-4,095",INR,"-4,095",INR,Credit card bill
01/11/2023,Cash,Gifts,"-4,000",INR,"-4,000",INR,Temple donation renovation
01/11/2023,Cash,Bills,-100,INR,-100,INR,Netflix
01/11/2023,Cash,Eating out,-40,INR,-40,INR,Full rice
01/11/2023,Cash,House,"-13,000",INR,"-13,000",INR,Rent
01/11/2023,Cash,Transport,-90,INR,-90,INR,Transportation 
01/11/2023,Cash,Eating out,-20,INR,-20,INR,Coffee
01/11/2023,Cash,Clothes,-90,INR,-90,INR,Haircut 
01/11/2023,Cash,Food,-97,INR,-97,INR,Fruits
01/11/2023,Cash,Food,-446,INR,-446,INR,Groccery 
01/11/2023,Cash,Food,-48,INR,-48,INR,Groccery 
02/11/2023,Cash,Car,-399.6,INR,-399.6,INR,3.92 ltr petrol
02/11/2023,Cash,Loan,399.6,INR,399.6,INR,Credit card
02/11/2023,Cash,Food,"-1,700",INR,"-1,700",INR,Milk
02/11/2023,Cash,Eating out,-40,INR,-40,INR,Full rice
02/11/2023,Cash,Gifts,-290,INR,-290,INR,Donation operation 
03/11/2023,Cash,Bills,-589,INR,-589,INR,Bsnl bill
03/11/2023,Cash,Loan,586,INR,586,INR,Credit card loan
04/11/2023,Cash,Gifts,-10,INR,-10,INR,Donation
04/11/2023,Cash,Food,-23,INR,-23,INR,Milk
04/11/2023,Cash,Loan,101,INR,101,INR,Credit card loan
04/11/2023,Cash,Food,-101,INR,-101,INR,Groccery 
05/11/2023,Cash,Eating out,-30,INR,-30,INR,Salad
07/11/2023,Cash,Taxi,-80,INR,-80,INR,Auto
07/11/2023,Cash,Clothes,-290,INR,-290,INR,Clothes
07/11/2023,Cash,Food,-155,INR,-155,INR,Eatables
08/11/2023,Cash,House construction,-880,INR,-880,INR,Utensils
08/11/2023,Cash,Transport,-370,INR,-370,INR,Transportation
08/11/2023,Cash,Food,-100,INR,-100,INR,Milk
08/11/2023,Cash,Wants,-850,INR,-850,INR,Tub + stand
08/11/2023,Cash,Food,-74,INR,-74,INR,Weat
08/11/2023,Cash,Clothes,-750,INR,-750,INR,2 Shirt and pant and belt
09/11/2023,Cash,Eating out,-30,INR,-30,INR,"Tea, buns"
09/11/2023,Cash,Bills,-908,INR,-908,INR,Kseb current bill
09/11/2023,Cash,Loan,906,INR,906,INR,Credit card loan
10/11/2023,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,20708 emi + 320 insurance
10/11/2023,Cash,Transport,-504,INR,-504,INR,Transportation
10/11/2023,Cash,Gifts,-65,INR,-65,INR,Temple
10/11/2023,Cash,Food,-25,INR,-25,INR,Milk
11/11/2023,Cash,Gifts,-100,INR,-100,INR,Elle enne kaanike
11/11/2023,Cash,Clothes,-35,INR,-35,INR,Protractor scale etc
11/11/2023,Cash,Unexpected,"-1,300",INR,"-1,300",INR,Bike repair 
11/11/2023,Cash,Gifts,-370,INR,-370,INR,Crackers
11/11/2023,Cash,Food,-350,INR,-350,INR,Grocceries
11/11/2023,Cash,Car,-150,INR,-150,INR,Petrol
11/11/2023,Cash,Loan,150,INR,150,INR,Credit card loan
11/11/2023,Cash,Clothes,-270,INR,-270,INR,Stitching
11/11/2023,Cash,Clothes,-370,INR,-370,INR,Chappal
11/11/2023,Cash,Dad's expenses,-90,INR,-90,INR,Akshaya 
11/11/2023,Cash,Food,-25,INR,-25,INR,Milk
12/11/2023,Cash,Gifts,-90,INR,-90,INR,Pataki
12/11/2023,Cash,Gifts,"-1,000",INR,"-1,000",INR,Astrology consultation
12/11/2023,Cash,Car,-100,INR,-100,INR,Petrol
12/11/2023,Cash,Eating out,-110,INR,-110,INR,Meals
12/11/2023,Cash,Food,-160,INR,-160,INR,Eatables
13/11/2023,Cash,Cashback,165,INR,165,INR,Train ticket refund
13/11/2023,Cash,Investment,"-2,000",INR,"-2,000",INR,Groww Investment
13/11/2023,Cash,House construction,"-2,300",INR,"-2,300",INR,Wifi extension 
14/11/2023,Cash,House construction,"-1,500",INR,"-1,500",INR,Wifi extension 2
14/11/2023,Cash,House construction,"-7,100",INR,"-7,100",INR,Gas connection
15/11/2023,Cash,Unexpected,"-1,100",INR,"-1,100",INR,Electric repair 
15/11/2023,Cash,Bills,-22,INR,-22,INR,Current bill
15/11/2023,Cash,Loan,19,INR,19,INR,Credit card loan
15/11/2023,Cash,Bills,-258,INR,-258,INR,Water bill
15/11/2023,Cash,Loan,255,INR,255,INR,Credit card loan
15/11/2023,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
16/11/2023,Cash,Native trip,-297.15,INR,-297.15,INR,Train ticket booking dec15th
16/11/2023,Cash,Transport,-60,INR,-60,INR,Transportation
16/11/2023,Cash,Food,-90,INR,-90,INR,Vegetables 
16/11/2023,Cash,Gifts,-70,INR,-70,INR,Temple
18/11/2023,Cash,Deposits,"2,829.38",INR,"2,829.38",INR,Stock market return
18/11/2023,Cash,Clothes,-400,INR,-400,INR,Shirt
18/11/2023,Cash,Thota work,-70,INR,-70,INR,Pipe bent
18/11/2023,Cash,Loan,"1,106",INR,"1,106",INR,Credit card loan
18/11/2023,Cash,Native trip,"-1,106",INR,"-1,106",INR,Airavta native 
18/11/2023,Cash,Gifts,-10,INR,-10,INR,Kaanike
19/11/2023,Cash,Gifts,-120,INR,-120,INR,Elle enne
19/11/2023,Cash,Gifts,-215,INR,-215,INR,Kaanike
19/11/2023,Cash,Gifts,-420,INR,-420,INR,Fruits ashlesha bali
19/11/2023,Cash,Gifts,-600,INR,-600,INR,Flower ashlesha bali
19/11/2023,Cash,Food,-150,INR,-150,INR,Groccery
19/11/2023,Cash,Taxi,-140,INR,-140,INR,Auto
19/11/2023,Cash,Gifts,"-4,110",INR,"-4,110",INR,"Ashlesha pooje , kaanike , Karthika pooje"
19/11/2023,Cash,Unexpected,-100,INR,-100,INR,Phone cover repair
19/11/2023,Cash,Taxi,-220,INR,-220,INR,Auto
19/11/2023,Cash,Transport,-43,INR,-43,INR,Bus
20/11/2023,Cash,Health,"-1,700",INR,"-1,700",INR,Dentist folling
20/11/2023,Cash,Eating out,-50,INR,-50,INR,Masala dosa
20/11/2023,Cash,Eating out,-14,INR,-14,INR,Coffee 
20/11/2023,Cash,Food,-26,INR,-26,INR,Curd
20/11/2023,Cash,Loan,185,INR,185,INR,Credit card loan
20/11/2023,Cash,Toiletry,-185,INR,-185,INR,Brush
21/11/2023,Cash,Eating out,-40,INR,-40,INR,Full rice
21/11/2023,Cash,Eating out,-20,INR,-20,INR,Idli 
22/11/2023,Cash,Eating out,-20,INR,-20,INR,Idlie
23/11/2023,Cash,Eating out,-25,INR,-25,INR,Idli vada
23/11/2023,Cash,Food,-22,INR,-22,INR,Milk
23/11/2023,Cash,Communications,-30,INR,-30,INR,Color pencil 
23/11/2023,Cash,Eating out,-40,INR,-40,INR,Rice
23/11/2023,Cash,Eating out,-10,INR,-10,INR,Idli
23/11/2023,Cash,Gifts,-110,INR,-110,INR,Ell enne
23/11/2023,Cash,Food,-290,INR,-290,INR,Groccery + Fruits
23/11/2023,Cash,Gifts,-100,INR,-100,INR,Flowers
23/11/2023,Cash,Transport,-230,INR,-230,INR,Transportation 
24/11/2023,Cash,Transport,-100,INR,-100,INR,Metro recharge
24/11/2023,Cash,Communications,-197,INR,-197,INR,Bsnl recharge
25/11/2023,Cash,Gifts,-65,INR,-65,INR,Ell enne
25/11/2023,Cash,Car,-150,INR,-150,INR,Petrol
25/11/2023,Cash,Loan,150,INR,150,INR,Credit card loan
25/11/2023,Cash,Food,-45,INR,-45,INR,Idli vada
27/11/2023,Cash,Food,-23,INR,-23,INR,Milk
27/11/2023,Cash,Eating out,-40,INR,-40,INR,Lunch
27/11/2023,Cash,Food,-55,INR,-55,INR,Tea
27/11/2023,Cash,Gifts,-125,INR,-125,INR,"Nelli gida , ridrabhisheka"
27/11/2023,Cash,Eating out,-10,INR,-10,INR,Idli
27/11/2023,Cash,Food,-30,INR,-30,INR,Banana
28/11/2023,Cash,Eating out,-25,INR,-25,INR,Idli vada
28/11/2023,Cash,Food,-23,INR,-23,INR,Milk
28/11/2023,Cash,Eating out,-40,INR,-40,INR,Lunch
28/11/2023,Cash,Eating out,-10,INR,-10,INR,Idli
28/11/2023,Cash,Food,-21,INR,-21,INR,Veggies for avalakki
28/11/2023,Cash,Food,-54,INR,-54,INR,Biscuit  +  acalakki+ kadle
29/11/2023,Cash,Eating out,-40,INR,-40,INR,Lunch
29/11/2023,Cash,Food,-43,INR,-43,INR,12 biscuit + buttermilk+ milk
29/11/2023,Cash,Eating out,-20,INR,-20,INR,Tea
29/11/2023,Cash,Eating out,-50,INR,-50,INR,Chats
29/11/2023,Cash,Bills,-100,INR,-100,INR,Netflix
30/11/2023,Cash,Eating out,-50,INR,-50,INR,Lunch
30/11/2023,Cash,Food,-22,INR,-22,INR,Milk
30/11/2023,Cash,Salary,"52,833",INR,"52,833",INR,Salary
01/12/2023,Cash,Health,"-2,236",INR,"-2,236",INR,Navi Parental Health Insurance
01/12/2023,Cash,Bills,"-5,469",INR,"-5,469",INR,Credit card bill
01/12/2023,Cash,Gifts,"-4,000",INR,"-4,000",INR,Temple donation renovation
01/12/2023,Cash,Eating out,-30,INR,-30,INR,Idli
01/12/2023,Cash,Eating out,-50,INR,-50,INR,Lunch
01/12/2023,Cash,Eating out,-20,INR,-20,INR,Ice cream 
01/12/2023,Cash,Communications,-17,INR,-17,INR,Xerox
01/12/2023,Cash,Thota work,-800,INR,-800,INR,Pipe repair
01/12/2023,Cash,Gifts,-150,INR,-150,INR,Karthika pooje 
01/12/2023,Cash,House,"-13,000",INR,"-13,000",INR,Rent
01/12/2023,Cash,Eating out,-50,INR,-50,INR,Gobi
01/12/2023,Cash,Eating out,-14,INR,-14,INR,Coffee
02/12/2023,Cash,Car,-100,INR,-100,INR,Petrol
02/12/2023,Cash,Loan,100,INR,100,INR,Credit card bill
02/12/2023,Cash,Gifts,-76,INR,-76,INR,Elle enne dalshine
02/12/2023,Cash,Bills,-179,INR,-179,INR,Vodaphone recharge 
02/12/2023,Cash,Loan,179,INR,179,INR,Credit card loan
02/12/2023,Cash,Food,"-1,150",INR,"-1,150",INR,Milk
02/12/2023,Cash,Gifts,-75,INR,-75,INR,Rudrabhisheka
04/12/2023,Cash,Food,-404,INR,-404,INR,Groccery 
04/12/2023,Cash,Transport,-394,INR,-394,INR,Transportation
04/12/2023,Cash,Bills,-589,INR,-589,INR,Bsnl landline bill
04/12/2023,Cash,Loan,583,INR,583,INR,Credit card loan 
06/12/2023,Cash,Food,"-1,090",INR,"-1,090",INR,Groccery
06/12/2023,Cash,Transport,-134,INR,-134,INR,Transportation
06/12/2023,Cash,Health,-48,INR,-48,INR,Medicines
06/12/2023,Cash,Taxi,-30,INR,-30,INR,Auto
06/12/2023,Cash,Agri selling,"1,425",INR,"1,425",INR,Arekanut sold
07/12/2023,Cash,Unexpected,-350,INR,-350,INR,Sapphire stone ring repair 
07/12/2023,Cash,Eating out,-30,INR,-30,INR,Ice cream 
09/12/2023,Cash,Gifts,-54,INR,-54,INR,Ell enne
09/12/2023,Cash,Gifts,-20,INR,-20,INR,Kaanike
09/12/2023,Cash,Eating out,-65,INR,-65,INR,Juice
10/12/2023,Cash,Loan,243,INR,243,INR,Credit card loan 
10/12/2023,Cash,Bills,-244,INR,-244,INR,Water bill
10/12/2023,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,Home loan emi
10/12/2023,Cash,Bills,-197,INR,-197,INR,Bsnl recharge
10/12/2023,Cash,Loan,197,INR,197,INR,Credit card loan 
11/12/2023,Cash,Gifts,"-5,000",INR,"-5,000",INR,Temple donation renovation
11/12/2023,Cash,Bills,-530,INR,-530,INR,Internet
11/12/2023,Cash,Investment,"-2,000",INR,"-2,000",INR,Investment groww
11/12/2023,Cash,Agri selling,"8,000",INR,"8,000",INR,Selling trees
11/12/2023,Cash,Gifts,-500,INR,-500,INR,Gali Katta
12/12/2023,Cash,Eating out,-72.5,INR,-72.5,INR,Eating out
13/12/2023,Cash,Gifts,-160,INR,-160,INR,Karthika pooje + kaanike
14/12/2023,Cash,Native trip,-872,INR,-872,INR,Pallaki native trip to puttur
14/12/2023,Cash,Eating out,-18,INR,-18,INR,Dilpasand
14/12/2023,Cash,Bills,-16,INR,-16,INR,Current bill
